timestamp, temperature.gpu, temperature.memory, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], clocks_event_reasons.active
2026/05/02 14:29:48.233, 83, N/A, 89.17 W, 91 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:48.739, 84, N/A, 89.51 W, 91 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:49.253, 83, N/A, 89.57 W, 90 %, 33 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:49.766, 84, N/A, 89.12 W, 91 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:50.279, 84, N/A, 89.75 W, 92 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:50.794, 84, N/A, 90.20 W, 91 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:51.307, 84, N/A, 88.49 W, 92 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:51.821, 84, N/A, 88.79 W, 92 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:52.335, 84, N/A, 87.60 W, 92 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:52.836, 83, N/A, 87.42 W, 88 %, 33 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:53.349, 84, N/A, 86.61 W, 92 %, 34 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:53.853, 83, N/A, 85.32 W, 91 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:54.363, 84, N/A, 85.40 W, 91 %, 36 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:54.873, 84, N/A, 86.29 W, 90 %, 36 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:55.373, 83, N/A, 85.86 W, 89 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:55.883, 83, N/A, 87.47 W, 91 %, 35 %, 909 MiB, 0x0000000000000004
2026/05/02 14:29:56.389, 83, N/A, 86.08 W, 86 %, 34 %, 909 MiB, 0x0000000000000004
