timestamp, temperature.gpu, temperature.memory, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], clocks_event_reasons.active
2026/05/02 15:00:11.510, 82, N/A, 88.39 W, 96 %, 36 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:12.020, 81, N/A, 89.07 W, 96 %, 37 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:12.524, 81, N/A, 89.03 W, 96 %, 38 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:13.030, 81, N/A, 88.82 W, 96 %, 38 %, 1944 MiB, 0x0000000000000000
2026/05/02 15:00:13.530, 81, N/A, 88.52 W, 97 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:14.041, 82, N/A, 88.94 W, 96 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:14.548, 82, N/A, 88.70 W, 96 %, 40 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:15.051, 82, N/A, 89.07 W, 96 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:15.560, 82, N/A, 89.31 W, 96 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:16.061, 82, N/A, 89.29 W, 97 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:16.570, 82, N/A, 89.43 W, 97 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:17.071, 82, N/A, 90.38 W, 97 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:17.581, 82, N/A, 94.42 W, 97 %, 38 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:18.091, 82, N/A, 89.79 W, 97 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:18.600, 82, N/A, 88.48 W, 97 %, 38 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:19.101, 82, N/A, 89.53 W, 97 %, 38 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:19.611, 82, N/A, 89.42 W, 97 %, 38 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:20.116, 82, N/A, 91.64 W, 97 %, 39 %, 1953 MiB, 0x0000000000000000
2026/05/02 15:00:20.621, 82, N/A, 90.67 W, 97 %, 38 %, 1953 MiB, 0x0000000000000000
