timestamp, temperature.gpu, power.draw [W], utilization.gpu [%], clocks.current.graphics [MHz], clocks.current.memory [MHz], clocks.current.sm [MHz], clocks_event_reasons.active
2026/05/01 21:25:54.934, 67, 87.78 W, 95 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:55.444, 67, 87.01 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:55.954, 68, 88.20 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:56.464, 68, 88.82 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:56.964, 68, 87.99 W, 95 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:57.474, 68, 88.15 W, 95 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:57.974, 69, 89.14 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:58.484, 69, 88.05 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:58.994, 68, 86.61 W, 95 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:25:59.494, 68, 87.11 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:00.004, 69, 88.38 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:00.514, 69, 87.72 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:01.024, 69, 88.25 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:01.524, 69, 87.26 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:02.034, 69, 87.33 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:02.544, 70, 87.60 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:03.054, 70, 88.00 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:03.564, 70, 86.41 W, 95 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:04.074, 70, 86.53 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:04.575, 70, 86.90 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:05.085, 71, 86.81 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:05.594, 71, 86.43 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
2026/05/01 21:26:06.105, 70, 86.95 W, 96 %, 2490 MHz, 8001 MHz, 2490 MHz, 0x0000000000000000
