timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu,y, clocks.current.memory [MHz],,
32:47.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.89,60,2490, 8001 MHz,,
32:48.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.43,64,2490, 8001 MHz,,
32:49.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.85,60,2490, 8001 MHz,,
32:50.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.9,60,2490, 8001 MHz,,
32:51.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.9,60,2490, 8001 MHz,,
32:52.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.86,60,2490, 8001 MHz,,
32:53.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.4,60,2490, 8001 MHz,,
32:54.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.88,60,2490, 8001 MHz,,
32:55.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.89,60,2490, 8001 MHz,,
32:56.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.9,60,2490, 8001 MHz,,
32:57.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.03,60,2490, 8001 MHz,,
32:58.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.84,60,2490, 8001 MHz,,
32:59.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.82,60,2490, 8001 MHz,,
33:00.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.85,60,2490, 8001 MHz,,
33:01.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.87,60,2490, 8001 MHz,,
33:02.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.85,60,2490, 8001 MHz,,
33:03.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.86,60,2490, 8001 MHz,,
33:04.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.87,62,2490, 8001 MHz,,
33:05.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.97,60,2490, 8001 MHz,,
33:06.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.87,60,2490, 8001 MHz,,
33:07.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.06,60,2490, 8001 MHz,,
33:08.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30,59,2490, 8001 MHz,,
33:09.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.86,60,2490, 8001 MHz,,
33:10.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.84,60,2490, 8001 MHz,,
33:11.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 2255 MiB, 8188 MiB,29.86,63,2490, 8001 MHz,,
33:12.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.43,59,2490, 8001 MHz,,
33:13.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.86,59,2490, 8001 MHz,,
33:14.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.84,59,2490, 8001 MHz,,
33:15.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.87,59,2490, 8001 MHz,,
33:16.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.85,59,2490, 8001 MHz,,
33:17.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.84,60,2490, 8001 MHz,,
33:18.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.82,60,2490, 8001 MHz,,
33:19.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.36,59,2490, 8001 MHz,,
33:20.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
33:21.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.01,59,2490, 8001 MHz,,
33:22.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.89,59,2490, 8001 MHz,,
33:23.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
33:24.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.77,60,2490, 8001 MHz,,
33:25.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.28,59,2490, 8001 MHz,,
33:26.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.22,59,2490, 8001 MHz,,
33:27.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.79,59,2490, 8001 MHz,,
33:28.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.15,60,2490, 8001 MHz,,
33:29.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.07,59,2490, 8001 MHz,,
33:30.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.29,59,2490, 8001 MHz,,
33:31.9, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.29,59,2490, 8001 MHz,,
33:33.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.84,60,2490, 8001 MHz,,
33:34.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.83,60,2490, 8001 MHz,,
33:35.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.33,59,2490, 8001 MHz,,
33:36.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
33:37.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.95,59,2490, 8001 MHz,,
33:38.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.78,59,2490, 8001 MHz,,
33:39.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.82,59,2490, 8001 MHz,,
33:40.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.81,60,2490, 8001 MHz,,
33:41.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.88,60,2490, 8001 MHz,,
33:42.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.02,59,2490, 8001 MHz,,
33:43.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.79,59,2490, 8001 MHz,,
33:44.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.8,59,2490, 8001 MHz,,
33:45.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.78,59,2490, 8001 MHz,,
33:46.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.81,59,2490, 8001 MHz,,
33:47.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.03,59,2490, 8001 MHz,,
33:48.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,31.33,59,2490, 8001 MHz,,
33:49.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,31.27,61,2490, 8001 MHz,,
33:50.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.3,60,2490, 8001 MHz,,
33:51.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.8,60,2490, 8001 MHz,,
33:52.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.79,64,2490, 8001 MHz,,
33:53.0, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,59,2490, 8001 MHz,,
33:54.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,59,2490, 8001 MHz,,
33:55.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.75,59,2490, 8001 MHz,,
33:56.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,59,2490, 8001 MHz,,
33:57.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.81,59,2490, 8001 MHz,,
33:58.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.76,63,2490, 8001 MHz,,
33:59.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.24,59,2490, 8001 MHz,,
34:00.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.28,59,2490, 8001 MHz,,
34:01.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.19,59,2490, 8001 MHz,,
34:02.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,31,60,2490, 8001 MHz,,
34:03.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.26,59,2490, 8001 MHz,,
34:04.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.95,59,2490, 8001 MHz,,
34:05.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.77,59,2490, 8001 MHz,,
34:06.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
34:07.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.12,59,2490, 8001 MHz,,
34:08.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.54,59,2490, 8001 MHz,,
34:09.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
34:10.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 2255 MiB, 8188 MiB,28.47,63,2490, 8001 MHz,,
34:11.1, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.52,59,2490, 8001 MHz,,
34:12.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
34:13.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.58,60,2490, 8001 MHz,,
34:14.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
34:15.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
34:16.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.6,59,2490, 8001 MHz,,
34:17.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.04,59,2490, 8001 MHz,,
34:18.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
34:19.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.55,59,2490, 8001 MHz,,
34:20.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28,59,2490, 8001 MHz,,
34:21.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.47,59,2490, 8001 MHz,,
34:22.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.52,59,2490, 8001 MHz,,
34:23.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.03,59,2490, 8001 MHz,,
34:24.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.46,59,2490, 8001 MHz,,
34:25.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.52,59,2490, 8001 MHz,,
34:26.2, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.22,59,2490, 8001 MHz,,
34:27.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.49,59,2490, 8001 MHz,,
34:28.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.49,59,2490, 8001 MHz,,
34:29.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,27.73,59,2490, 8001 MHz,,
34:30.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.06,59,2490, 8001 MHz,,
34:31.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.09,59,2490, 8001 MHz,,
34:32.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,30.06,59,2490, 8001 MHz,,
34:33.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.54,61,2490, 8001 MHz,,
34:34.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.48,59,2490, 8001 MHz,,
34:35.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.5,59,2490, 8001 MHz,,
34:36.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.56,59,2490, 8001 MHz,,
34:37.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.17,59,2490, 8001 MHz,,
34:38.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.52,59,2490, 8001 MHz,,
34:39.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
34:40.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.02,59,2490, 8001 MHz,,
34:41.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
34:42.3, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.53,59,2490, 8001 MHz,,
34:43.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.08,59,2490, 8001 MHz,,
34:44.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
34:45.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.5,59,2490, 8001 MHz,,
34:46.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.06,64,2490, 8001 MHz,,
34:47.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.46,59,2490, 8001 MHz,,
34:48.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.49,59,2490, 8001 MHz,,
34:49.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 2255 MiB, 8188 MiB,29.53,59,2490, 8001 MHz,,
34:50.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.06,59,2490, 8001 MHz,,
34:51.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.5,59,2490, 8001 MHz,,
34:52.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.57,59,2490, 8001 MHz,,
34:53.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.28,59,2490, 8001 MHz,,
34:54.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.56,59,2490, 8001 MHz,,
34:55.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.45,59,2490, 8001 MHz,,
34:56.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.01,59,2490, 8001 MHz,,
34:57.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.43,59,2490, 8001 MHz,,
34:58.4, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.48,59,2490, 8001 MHz,,
34:59.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.28,59,2490, 8001 MHz,,
35:00.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.31,59,2490, 8001 MHz,,
35:01.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.18,59,2490, 8001 MHz,,
35:02.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.59,59,2490, 8001 MHz,,
35:03.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,59,2490, 8001 MHz,,
35:04.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.17,59,2490, 8001 MHz,,
35:05.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.81,59,2490, 8001 MHz,,
35:06.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
35:07.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.53,59,2490, 8001 MHz,,
35:08.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.13,60,2490, 8001 MHz,,
35:09.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.55,59,2490, 8001 MHz,,
35:10.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.56,59,2490, 8001 MHz,,
35:11.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.58,59,2490, 8001 MHz,,
35:12.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.55,60,2490, 8001 MHz,,
35:13.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.53,59,2490, 8001 MHz,,
35:14.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.59,59,2490, 8001 MHz,,
35:15.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.58,59,2490, 8001 MHz,,
35:16.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
35:17.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.26,59,2490, 8001 MHz,,
35:18.5, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.52,59,2490, 8001 MHz,,
35:19.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.52,59,2490, 8001 MHz,,
35:20.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,1%, 2255 MiB, 8188 MiB,28.56,61,2490, 8001 MHz,,
35:21.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.74,59,2490, 8001 MHz,,
35:22.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.56,59,2490, 8001 MHz,,
35:23.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.48,59,2490, 8001 MHz,,
35:24.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.03,59,2490, 8001 MHz,,
35:25.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.48,59,2490, 8001 MHz,,
35:26.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.47,59,2490, 8001 MHz,,
35:27.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.51,59,2490, 8001 MHz,,
35:28.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.05,59,2490, 8001 MHz,,
35:29.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.06,59,2490, 8001 MHz,,
35:30.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.06,59,2490, 8001 MHz,,
35:31.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.4,59,2490, 8001 MHz,,
35:32.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,30.16,60,2490, 8001 MHz,,
35:33.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.55,59,2490, 8001 MHz,,
35:34.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.57,59,2490, 8001 MHz,,
35:35.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.69,59,2490, 8001 MHz,,
35:36.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.82,59,2490, 8001 MHz,,
35:37.6, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.53,58,2505, 8001 MHz,,
35:38.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.65,58,2505, 8001 MHz,,
35:39.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.62,58,2505, 8001 MHz,,
35:40.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.62,59,2505, 8001 MHz,,
35:41.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.6,59,2505, 8001 MHz,,
35:42.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.63,59,2505, 8001 MHz,,
35:43.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.66,59,2505, 8001 MHz,,
35:44.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2505, 8001 MHz,,
35:45.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,29.65,59,2505, 8001 MHz,,
35:46.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.2,59,2505, 8001 MHz,,
35:47.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.63,59,2490, 8001 MHz,,
35:48.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.61,59,2490, 8001 MHz,,
35:49.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.65,59,2490, 8001 MHz,,
35:50.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,28.96,59,2490, 8001 MHz,,
35:51.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.6,59,2490, 8001 MHz,,
35:52.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
35:53.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
35:54.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.83,60,2490, 8001 MHz,,
35:55.7, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.25,59,2490, 8001 MHz,,
35:56.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.68,59,2490, 8001 MHz,,
35:57.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,29.67,59,2490, 8001 MHz,,
35:58.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,27.94,59,2490, 8001 MHz,,
35:59.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,2%, 2255 MiB, 8188 MiB,28.94,59,2490, 8001 MHz,,
36:00.8, NVIDIA GeForce RTX 4060 Laptop GPU,100%,0%, 2255 MiB, 8188 MiB,28.17,59,2490, 8001 MHz,,
