timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.graphics [MHz], clocks.current.memory [MHz], clocks_event_reasons.active
2026/05/01 14:29:52.568, NVIDIA GeForce RTX 4060 Laptop GPU, 88 %, 32 %, 2095 MiB, 59.99 W, 58, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:53.078, NVIDIA GeForce RTX 4060 Laptop GPU, 89 %, 36 %, 2095 MiB, 65.65 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:53.589, NVIDIA GeForce RTX 4060 Laptop GPU, 89 %, 35 %, 2108 MiB, 62.26 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:54.095, NVIDIA GeForce RTX 4060 Laptop GPU, 91 %, 37 %, 2107 MiB, 59.40 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:54.596, NVIDIA GeForce RTX 4060 Laptop GPU, 86 %, 35 %, 2095 MiB, 59.59 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:55.106, NVIDIA GeForce RTX 4060 Laptop GPU, 88 %, 35 %, 2095 MiB, 59.26 W, 57, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:55.607, NVIDIA GeForce RTX 4060 Laptop GPU, 88 %, 36 %, 2096 MiB, 59.06 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:56.109, NVIDIA GeForce RTX 4060 Laptop GPU, 89 %, 36 %, 2091 MiB, 56.60 W, 56, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:56.618, NVIDIA GeForce RTX 4060 Laptop GPU, 19 %, 6 %, 2101 MiB, 54.18 W, 57, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:57.118, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 34 %, 2097 MiB, 60.66 W, 58, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:57.625, NVIDIA GeForce RTX 4060 Laptop GPU, 85 %, 31 %, 2097 MiB, 62.65 W, 59, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:58.128, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 34 %, 2131 MiB, 63.98 W, 58, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:58.629, NVIDIA GeForce RTX 4060 Laptop GPU, 91 %, 34 %, 2107 MiB, 66.46 W, 59, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:59.130, NVIDIA GeForce RTX 4060 Laptop GPU, 87 %, 35 %, 2107 MiB, 64.66 W, 58, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:29:59.641, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 37 %, 2107 MiB, 60.59 W, 58, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:00.144, NVIDIA GeForce RTX 4060 Laptop GPU, 89 %, 36 %, 2095 MiB, 59.81 W, 58, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:00.651, NVIDIA GeForce RTX 4060 Laptop GPU, 87 %, 35 %, 2095 MiB, 59.96 W, 58, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:01.151, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 36 %, 2107 MiB, 60.04 W, 59, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:01.651, NVIDIA GeForce RTX 4060 Laptop GPU, 87 %, 35 %, 2095 MiB, 59.58 W, 59, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:02.153, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 34 %, 2127 MiB, 60.06 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:02.653, NVIDIA GeForce RTX 4060 Laptop GPU, 87 %, 31 %, 2097 MiB, 62.68 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:03.157, NVIDIA GeForce RTX 4060 Laptop GPU, 86 %, 32 %, 2097 MiB, 64.61 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:03.660, NVIDIA GeForce RTX 4060 Laptop GPU, 91 %, 34 %, 2097 MiB, 64.33 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:04.160, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 33 %, 2107 MiB, 66.74 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:04.670, NVIDIA GeForce RTX 4060 Laptop GPU, 88 %, 36 %, 2095 MiB, 64.94 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:05.181, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 37 %, 2095 MiB, 61.30 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:05.681, NVIDIA GeForce RTX 4060 Laptop GPU, 91 %, 37 %, 2095 MiB, 60.51 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:06.192, NVIDIA GeForce RTX 4060 Laptop GPU, 89 %, 36 %, 2095 MiB, 60.56 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:06.702, NVIDIA GeForce RTX 4060 Laptop GPU, 87 %, 36 %, 2095 MiB, 60.64 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:07.212, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 36 %, 2095 MiB, 60.48 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:07.713, NVIDIA GeForce RTX 4060 Laptop GPU, 87 %, 35 %, 2131 MiB, 60.40 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:08.213, NVIDIA GeForce RTX 4060 Laptop GPU, 82 %, 29 %, 2097 MiB, 64.17 W, 62, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:08.715, NVIDIA GeForce RTX 4060 Laptop GPU, 86 %, 30 %, 2115 MiB, 66.14 W, 62, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:09.224, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 33 %, 2131 MiB, 64.08 W, 63, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:09.725, NVIDIA GeForce RTX 4060 Laptop GPU, 89 %, 33 %, 2095 MiB, 66.38 W, 64, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:10.233, NVIDIA GeForce RTX 4060 Laptop GPU, 89 %, 36 %, 2096 MiB, 66.05 W, 62, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:10.733, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 36 %, 2107 MiB, 63.51 W, 62, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:11.244, NVIDIA GeForce RTX 4060 Laptop GPU, 90 %, 36 %, 2095 MiB, 61.55 W, 62, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:11.754, NVIDIA GeForce RTX 4060 Laptop GPU, 92 %, 37 %, 2095 MiB, 61.56 W, 62, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:12.264, NVIDIA GeForce RTX 4060 Laptop GPU, 92 %, 37 %, 2107 MiB, 61.66 W, 62, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:12.774, NVIDIA GeForce RTX 4060 Laptop GPU, 92 %, 37 %, 2095 MiB, 61.74 W, 62, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:13.283, NVIDIA GeForce RTX 4060 Laptop GPU, 92 %, 36 %, 743 MiB, 61.92 W, 63, 2490 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:13.785, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 123 MiB, 45.87 W, 55, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:14.288, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 123 MiB, 28.19 W, 55, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:14.793, NVIDIA GeForce RTX 4060 Laptop GPU, 0 %, 0 %, 559 MiB, 22.62 W, 55, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:15.294, NVIDIA GeForce RTX 4060 Laptop GPU, 16 %, 1 %, 1008 MiB, 20.52 W, 55, 2250 MHz, 8001 MHz, 0x0000000000000001
2026/05/01 14:30:15.804, NVIDIA GeForce RTX 4060 Laptop GPU, 49 %, 10 %, 1654 MiB, 26.56 W, 55, 2250 MHz, 7001 MHz, 0x0000000000000001
2026/05/01 14:30:16.313, NVIDIA GeForce RTX 4060 Laptop GPU, 80 %, 21 %, 1653 MiB, 53.32 W, 61, 2505 MHz, 7001 MHz, 0x0000000000000000
2026/05/01 14:30:16.817, NVIDIA GeForce RTX 4060 Laptop GPU, 76 %, 19 %, 1653 MiB, 49.94 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:17.329, NVIDIA GeForce RTX 4060 Laptop GPU, 72 %, 18 %, 1680 MiB, 49.98 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:17.830, NVIDIA GeForce RTX 4060 Laptop GPU, 63 %, 13 %, 1653 MiB, 47.45 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:18.340, NVIDIA GeForce RTX 4060 Laptop GPU, 73 %, 18 %, 1652 MiB, 48.68 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:18.850, NVIDIA GeForce RTX 4060 Laptop GPU, 72 %, 18 %, 1652 MiB, 50.23 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:19.353, NVIDIA GeForce RTX 4060 Laptop GPU, 73 %, 19 %, 1658 MiB, 49.24 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:19.859, NVIDIA GeForce RTX 4060 Laptop GPU, 77 %, 17 %, 1652 MiB, 50.13 W, 62, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:20.360, NVIDIA GeForce RTX 4060 Laptop GPU, 74 %, 18 %, 1653 MiB, 50.76 W, 61, 2505 MHz, 8001 MHz, 0x0000000000000000
2026/05/01 14:30:20.862, NVIDIA GeForce RTX 4060 Laptop GPU, 47 %, 12 %, 1684 MiB, 49.29 W, 60, 2505 MHz, 8001 MHz, 0x0000000000000000
